text,category
"The home state or state of incorporation of the bank establishing the branch office or offices.
(c) The complete address of the office or offices established or to be established.",Finance
"The date the branch office or offices were or will be opened.
(e) Any other information, if any, that the commissioner deems necessary.",Finance
"A bank may participate in a financial education program that involves receiving deposits or paying withdrawals on the premises of, or at a facility used by, a school. The school premises or facility will not be considered a branch office of the bank, as that term is defined in Section 1070 of the Financial Code, if all of the following conditions are met:
(1) The bank does not establish and operate the school premises or facility in which the program is conducted.",Finance
" Bank employees work at the site only to participate in the program.
(3) The program is provided at the discretion of the school.",Finance
"The principal purpose of the program is financial education. For example, a program is educational if it is designed to teach students the principles of personal financial management, banking operations, or the benefits of saving for the future, and is not designed for the purpose of profitmaking.
(5) No services are provided to the general public.",Finance
"The program is conducted in a manner that is consistent with safe and sound banking practices and complies with applicable law.
(b) A bank that participates in a financial education program pursuant to this section shall be liable for all deposits made on the premises of, or at a facility used by, a school as if the deposit was made directly at a branch office of the bank.",Finance
"“Assessment provision” means the provision in the articles of a bank that complies with the requirements of Section 600.2, as in effect immediately before the effective date of this section, or any predecessor statute",Finance
 “Bank” means any (A) California state bank or (B) corporation organized under the laws of this state for the purpose of transacting business pursuant to Article 1 (commencing with Section 1850) of Chapter 21.,Finance
" Notwithstanding Sections 902 and 903 of the Corporations Code, a bank may, on or after the effective date of this section, amend its articles by deleting the assessment provision with the approval of its board alone and without any approval of its outstanding shares.",Finance
"Any order issued before the effective date of this section by the commissioner pursuant to Section 662, as in effect immediately before the effective date of this section or any predecessor statute, shall, if and to the extent that the bank has not before that date levied and collected through sale of shares or otherwise, an assessment on its common shares, be deemed rescinded.",Finance
"Any proceeding commenced before the effective date of this section by a bank to assess its common shares in accordance with an order issued by the commissioner pursuant to Section 662, as in effect immediately before the effective date of this section or any predecessor statute, shall be terminated on the effective date of this section. On and after the effective date of this section, the bank shall take no further action to levy or collect the assessment on its common shares, and any lien on the common shares created by the assessment shall be deemed extinguished.",Finance
"No amendment of the articles of a bank (other than an amendment set forth in an agreement of merger or in a certificate of ownership executed pursuant to Section 1110 of the Corporations Code that requires the approval of the commissioner pursuant to Chapter 4 (commencing with Section 4880) of Division 1.6) shall become effective unless the certificate of amendment or other instrument setting forth the amendment is filed with the Secretary of State with the commissioner’s approval endorsed thereon. Promptly after the amendment becomes effective, the bank shall file with the commissioner a copy of the certificate of amendment or other instrument certified by the Secretary of State.",Finance
"Any amendment of the articles of a bank set forth in an agreement of merger or in a certificate of ownership executed pursuant to Section 1110 of the Corporations Code that requires the approval of the commissioner pursuant to Chapter 4 (commencing with Section 4880) of Division 1.6, shall become effective at the time when the merger becomes effective pursuant to this division.",Finance
"No restated articles of a bank shall become effective unless the certificate setting forth such restated articles is filed with the Secretary of State with the commissioner’s approval endorsed thereon. Promptly after the restated articles become effective, such bank shall file with the commissioner a copy of such certificate certified by the Secretary of State.",Finance
"No certificate of determination of a bank shall become effective unless such certificate of determination is filed with the Secretary of State with the commissioner’s approval endorsed thereon. Promptly after the certificate of determination becomes effective, such bank shall file with the commissioner a copy of the certificate of determination certified by the Secretary of State.",Finance
"No certificate of correction of a bank shall become effective unless such certificate of correction is filed with the Secretary of State with the commissioner’s approval endorsed thereon. Promptly after the certificate of correction becomes effective, such bank shall file with the commissioner a copy of the certificate of correction certified by the Secretary of State.",Finance
"No certificate of revocation of a bank shall become effective unless such certificate of revocation is filed with the Secretary of State with the commissioner’s approval endorsed thereon. Promptly after the certificate of revocation becomes effective, such bank shall file with the commissioner a copy of the certificate of revocation certified by the Secretary of State.",Finance
"(a) A bank may change its name if it files with the commissioner a report on the proposed change not less than 30 days before the change. The report shall be in the form, shall contain the information, shall be signed in the manner, and shall, if the commissioner so requires, be verified in the manner the commissioner may require.
(b) Whenever a bank changes its name, the bank shall surrender to the commissioner for cancellation the certificates of authority under its old name for its head office, any branch offices, and any places of business. The commissioner shall issue to the bank replacement certificates under the bank’s new name and the bank shall pay to the commissioner a fee of twenty-five dollars ($25) for each replacement certificate.
(c) The commissioner may not deny an application for approval of an amendment of the articles of incorporation of a bank which changes the name of the bank or any other application of a bank relating to a change in the name of the bank because the new name of the bank resembles so closely, as to be likely to cause confusion, the name of any other bank.",Finance
"A bank may, with the approval of its board, determine and from time to time redetermine the par value of any class or series of its shares unless its articles provide that such shares shall have par value and specify the par value of such shares.",Finance
"No bank or trust company after October 1, 1949, shall issue any shares before they are fully paid for.",Finance
"No bank shall issue any shares in consideration of:
(a) Services rendered in the organization of such bank; or
(b) Any note (whether or not negotiable and whether or not secured) made by the purchaser of such shares.",Finance
"The board of a bank or trust company hereafter organized shall consist of not less than 5 nor more than 25 directors, and no bank or trust company shall amend its articles or bylaws so as to reduce the number of directors below five",Finance
"The board of each bank and of each trust company shall hold a meeting not less than once each calendar quarter. Regular meetings of the board shall be held within this state. Any regular or special meeting is valid wherever held if held upon written consent of all members of the board given either before or after the meeting and filed with the secretary of the corporation. Special meetings of the board may be held upon four days’ notice by mail, unless the articles or bylaws provide otherwise, or 24 hours’ notice delivered personally or by telephone or by telegraph, unless the articles or bylaws provide for a shorter period.",Finance
"The commissioner may, in the name of the people of this state, bring or intervene in an action under Section 709 of the Corporations Code to determine the validity of any election or appointment of any director of a bank to the same extent as a shareholder of such bank might bring such an action.",Finance
" (a) The commissioner shall be deemed to be a party in interest within the meaning of Section 306 of the Corporations Code with respect to a bank and may, in the name of the people of this state, bring or intervene in an action under Section 306 of the Corporations Code for the appointment of directors of a bank.",Finance
"The commissioner may, in the name of the people of this state, bring or intervene in an action under Section 308 of the Corporations Code for the appointment of a provisional director or directors of a bank to the same extent as a shareholder who held 50 percent of the voting power of such bank might bring such an action.",Finance
"(a) For purposes of Section 316 of the Corporations Code, to the extent that the making by a bank or by any majority-owned subsidiary of a bank of a distribution to any shareholder of the bank is contrary to any provision of Article 3 (commencing with Section 1130), the making of the distribution shall, to that extent, be deemed to be contrary to the provisions of Section 500 of the Corporations Code.",Finance
"(b) The commissioner may, in the name of the people of this state, bring or intervene in an action under Section 316 of the Corporations Code for the benefit of a bank against any or all of the directors of the bank or of any majority-owned subsidiary of the bank on account of the making of a distribution to any shareholder of the bank contrary to any provision of Article 3 (commencing with Section 1130) or any provision of Sections 501, 502, and 503 of the Corporations Code, to the same extent as a creditor of the bank who did not consent to the illegal distribution and who had a valid claim against the bank that arose prior to the time of the illegal distribution and exceeded the amount of the illegal distribution, may bring the action in the name of the bank.
(c) As an alternative to the action provided for in subdivision (b), the commissioner may levy a civil penalty against the bank pursuant to Section 329.",Finance
"(a) For purposes of Section 316 of the Corporations Code, the making of a loan or guarantee by a bank or any other extending of credit by a bank contrary to any provision of this division shall be deemed to be contrary to Section 315 of the Corporations Code.",Finance
"(b) The commissioner may, in the name of the people of this state, bring or intervene in an action under Section 316 of the Corporations Code for the benefit of a bank against any or all of the directors of the bank on account of the making of a loan or guarantee or any other extending of credit contrary to any provision of this division, to the same extent as a creditor of the bank who did not consent to the illegal making of the loan or guarantee or the other illegal extending of credit and who had a valid claim against the bank which arose prior to the time of the illegal making of the loan or guarantee or the other illegal extending of credit and which exceeded the amount of loss suffered by the bank as a result of the illegal making of the loan or guarantee or the other illegal extending of credit, might bring the action in the name of the bank.
(c) As an alternative to the action provided for in subdivision (b), the commissioner may levy a civil penalty against the bank pursuant to Section 329.",Finance
"“Offer” or “offer to sell” includes every attempt or offer to dispose of, or solicitation of an offer to buy, a security for value.",Finance
" “Sale” or “sell” includes every contract of sale of, contract to sell, or disposition of, a security for value. “Sale” or “sell” includes any exchange of securities and any change in the rights, preferences, privileges, or restrictions of or on outstanding securities.",Finance
"“Security” means any stock, capital note, or debenture, or any warrant, right, or option to subscribe to or purchase any of the foregoing.",Finance
"The terms defined in subdivisions (a) and (b) do not include any stock dividend payable with respect to common stock of a bank solely (except for any cash or scrip paid for fractional shares) in shares of such common stock, if such bank has no other class of voting stock outstanding, provided that shares issued in any such dividend shall be subject to any conditions previously imposed by the commissioner applicable to the shares with respect to which they are issued.",Finance
No bank organized under the laws of this state shall offer or sell any security issued by it unless the commissioner has issued a permit authorizing such sale.,Finance
(a) (1) Any offer (but not a sale) not involving a public offering by a bank organized under the laws of this state of its securities and the execution and delivery of any agreement for the sale of the securities pursuant to the offer if no part of the consideration for the securities is paid to or received by the bank and none of the securities are issued until the sale of the securities is authorized by the commissioner or exempted from authorization.,Finance
"(2) For purposes of paragraph (1), an offer does not involve any public offering if the offers are not made to more than 25 persons and any agreement for the sale of the securities is not entered into with more than 10 of those 25 persons, and if all of the offerees either have a preexisting personal or business relationship with the bank or its officers, directors, or controlling persons, or by reason of their business or financial experience the offerees could be reasonably assumed to have the capacity to protect their own interests in connection with the transaction.",Finance
"Any stock split by a bank organized under the laws of this state that is effected pursuant to an amendment to its articles, an agreement of merger, or a certificate of ownership that has been approved by the commissioner, unless this exemption is withheld by order of the commissioner.",Finance
"Any offer or sale of securities by a bank organized under the laws of this state that is either (1) to a person actually approved by the commissioner pursuant to Section 1253 to acquire control of the bank if all of the material terms and conditions of the offer and sale of securities are disclosed in the application for approval specified in Section 1253 and the offer and sale of securities is in accordance with the terms and subject to the conditions of the approval to acquire control or (2) in a transaction exempted from the approval requirement of Section 1251 by a regulation or an order of the commissioner, unless this exemption is withheld by order of the commissioner.",Finance
An application for a permit shall be in such form and contain such information as the commissioner may prescribe.,Finance
"The commissioner shall charge and collect fees for applications filed under this chapter as fixed in this section.
(a) The fee for a negotiating permit shall be fifty dollars ($50).
(b) The fee for a permit to exchange a security or to make any change in the rights, preferences, privileges, or restrictions of or on outstanding securities shall be fifty dollars ($50).
(c) The fee for any permit to sell securities other than as specified in subdivision (b) shall be one hundred dollars ($100) plus one-tenth of one percent (0.1%) of the aggregate value of the securities sought to be sold, up to a maximum aggregate fee of one thousand seven hundred fifty dollars ($1,750).",Finance
"If the commissioner finds that the proposed sale of securities is fair, just, and equitable, he or she shall issue to the applicant a permit authorizing it to offer and sell the securities in such amount and upon such terms and conditions as he or she may provide in the permit. If the commissioner finds otherwise, he or she shall deny the application.",Finance
"The commissioner may impose conditions in any permit issued under Section 1205, requiring the deposit in escrow of securities, imposing a legend condition restricting the transferability thereof, impounding the proceeds from the sale thereof, limiting the expense in connection with the sale thereof, or such other conditions as he or she deems reasonable and necessary or advisable in the public interest.",Finance
Every permit issued pursuant to Section 1205 shall recite that it is permissive only and does not constitute a recommendation or endorsement of the securities permitted to be sold.,Finance
"The commissioner may amend, alter, suspend, or revoke any permit issued pursuant to Section 1205.",Finance
"Whenever a bank applies for a permit to issue any security or to deliver any other consideration (whether or not such security or such transaction is exempt from, or not subject to, the provisions of Section 1202) in exchange for one or more bona fide outstanding securities (as defined in Section 25019 of the Corporations Code), claims, or property interests, or partly in such exchange and partly for cash, the commissioner is authorized to approve the terms and conditions of such issuance and exchange or such delivery and exchange and the fairness of such terms and conditions and is authorized to hold a hearing on the fairness of such terms and conditions, at which all persons to whom it is proposed to issue any security or to deliver any other consideration in such exchange shall have the right to appear.",Finance
"There shall be exempted from the provisions of Section 1201 any transaction or security, including, without limitation, any type or class of transactions or securities, which the commissioner by regulation or order exempts as not being comprehended within the purposes of this chapter and the regulation of which he or she finds is not necessary or appropriate in the public interest or for the protection of investors.",Finance
"A bank at any time may, with the approval of its board, issue, sell or hypothecate its capital notes or debentures which may be payable upon such terms and may bear such rate of interest, if any, as may be provided therein or which may be convertible into shares. Such capital notes and debentures shall be subordinate to the claims of creditors and depositors and it shall be provided in any such capital notes or debentures that in the event of liquidation all depositors and other creditors of the bank shall be entitled to be paid in full with such interest as may be provided by law before any payment shall be made on account of principal of or interest on such capital notes or debentures and it may be provided in any such capital notes or debentures that after payment in full of all sums owing to such depositors and creditors the holders of such capital notes or debentures shall be entitled to be paid from the remaining assets of the bank the unpaid principal amount of the capital notes or debentures plus accrued and unpaid interest thereon before any payment or other distribution, whether in cash, property or otherwise, shall be made on account of any shares of the bank. It shall be provided in such capital notes or debentures that no payment shall at any time be made on account of the principal thereof, unless following such payment the aggregate of the shareholders’ equity and capital notes or debentures thereafter outstanding shall be the equal of such aggregate at the date of the original issue of such capital notes or debentures, or as may be otherwise authorized by the commissioner.",Finance
"Nothing contained in this chapter shall affect the Corporate Securities Law of 1968, Division 1 (commencing with Section 25000) of Title 4 of the Corporations Code.",Finance
"“Control” means possession, direct or indirect, of the power:
(1) To vote 25 percent or more of any class of the voting securities issued by a person; or
(2) To direct or cause the direction of the management and policies of a person, whether through the ownership of voting securities, by contract (other than a commercial contract for goods or nonmanagement services), or otherwise; provided, however, that no individual shall be deemed to control a person solely on account of being a director, officer, or employee of such person.",Finance
"For purposes of paragraph (2) of this subdivision, a person who, directly or indirectly, owns, controls, holds with the power to vote, or holds proxies representing, 10 percent or more of the then outstanding voting securities issued by another person is presumed to control such other person.
For purposes of this chapter, the commissioner may determine whether a person in fact controls another person.",Finance
"(c) “Controlling person” means a person who, directly or indirectly, controls a bank.
(d) “Person” means an individual, a corporation, an association, a syndicate, a partnership, a limited liability company, a business trust, an estate, a trust, or an organization of any kind, or any combination of any of the foregoing acting in concert.",Finance
"(e) “Shareholder” means:
(1) In the case of a corporation, a holder of a share of any class or series.
(2) In the case of a nonprofit or charitable corporation, an unincorporated association, or a syndicate, a member.",Finance
"(3) In the case of a partnership, a partner.
(4) In the case of a business trust, an estate, or a trust, a holder of a beneficial interest.
(5) In the case of an organization of any other kind, a holder of an ownership interest.",Finance
" No person shall, directly or indirectly, unless the commissioner has approved such acquisition of control, do any of the following:
(a) Make a tender offer for, a request or invitation for tenders of, or an offer to exchange securities for, any voting security or any security convertible into a voting security of a bank or a controlling person if the person making such tender offer, request or invitation for tenders, or offer to exchange securities would, by consummation thereof, directly or indirectly, acquire control of such bank or such controlling person.",Finance
"(b) Solicit approval of any shareholder of a controlling person for a merger, consolidation, sale of assets, or other transaction by which any person other than such controlling person would acquire control of the bank controlled by such controlling person.",Finance
"(c) Acquire control of a bank or a controlling person; provided, however, that nothing in this subdivision shall be deemed to prohibit any person from negotiating to acquire (but not acquiring) control of a bank or a controlling person.",Finance
"Notwithstanding any other provision of this chapter, except for those persons approved by the commissioner prior to September 1, 2002, and for those persons who control industrial banks as of September 1, 2002, no person may directly or indirectly, including through any merger, consolidation, or any other type of business combination, acquire control of an industrial bank, as defined in Section 111, unless the person is engaged only in the activities permitted for financial holding companies, as provided in Section 103 of the federal Gramm-Leach-Bliley Act (12 U.S.C. Sec. 1843(k)(1)), or is a credit union, as defined in Section 165, when the industrial bank is a credit union service organization, as defined in Section 14651. Nothing in this section shall be construed to exempt a person seeking to acquire control of a bank that otherwise qualifies to do so pursuant to this section, from the requirements of Sections 1250 to 1263, inclusive. For the purposes of this section, the term “control” has the same meaning as in subdivision (b) of Section 1250.",Finance
"An application for approval to acquire control of a bank or a controlling person shall be in such form and contain such information as the commissioner may require by regulation or order and shall be accompanied by the following fee:
(a) In case the applicant has been a director or officer of the bank for not less than two years (or, if the bank has been in business for less than two years, for such lesser period), a fee of five hundred dollars ($500); and
(b) In any other case, a fee of one thousand five hundred dollars ($1,500).",Finance
"If the commissioner finds, with respect to the proposed acquisition of control of a bank or a controlling person, that any of the factors set forth in subdivisions (a) to (g), inclusive, is true, he or she shall deny the application. If the commissioner finds that none of such factors is true, he or she shall approve the application.
(a) That the proposed acquisition of control would result in a monopoly or would be in furtherance of any combination or conspiracy to monopolize or to attempt to monopolize the business of banking in any part of this state;
(b) That the effect of the proposed acquisition of control in any section of the state may be substantially to lessen competition or to tend to create a monopoly or that the proposed acquisition of control would in any other manner be in restraint of trade, and that the anticompetitive effects of the proposed acquisition of control are not clearly outweighed in the public interest by the probable effect of the transaction in meeting the convenience and needs of the community to be served;
(c) That the financial condition of any acquiring person is such as might jeopardize the financial stability of the bank or the controlling person, or prejudice the interests of the depositors, creditors, or shareholders of the bank or the controlling person;
(d) That plans or proposals to liquidate the bank or the controlling person, to sell the assets of the bank or the controlling person, to merge or consolidate the bank or the controlling person, or to make any other major change in the business, corporation structure or management of the bank or the controlling person are not fair and reasonable to the depositors, creditors, and shareholders of the bank or the controlling person;
(e) That the competence, experience, or integrity of any acquiring person indicates that it would not be in the interest of the depositors, creditors, or shareholders of the bank or the controlling person or in the interest of the public to permit such person to control the bank or the controlling person;
(f) That the proposed acquisition is unfair, unjust, or inequitable to the bank or the controlling person or to the depositors, creditors, or shareholders of the bank or the controlling person; or
(g) That the applicant neglects, fails, or refuses to furnish to the commissioner all the information required by the commissioner.",Finance
"(1) That the integrity of an acquiring person indicates that it would not be in the interest of the depositors, creditors, or shareholders of a bank or controlling person or in the interest of the public to permit the acquiring person to control the bank or controlling person if the acquiring person or any director or officer of the acquiring person has been convicted of, or has pleaded nolo contendere to, any crime involving fraud or dishonesty.",Finance
"2) That a plan to make a major change in the management of a bank or controlling person is not fair and reasonable to the depositors, creditors, or shareholders of the bank or controlling person if the plan provides for a person who has been convicted of, or has pleaded nolo contendere to, any crime involving fraud or dishonesty to become a director or officer of the bank or controlling person.
(b) Subdivision (a) shall not be deemed to be the only grounds upon which the commissioner may find, for purposes of Section 1254, that the integrity of an acquiring person indicates that it would not be in the interest of the depositors, creditors, or shareholders of a bank or controlling person or in the interest of the public to permit the acquiring person to control the bank or controlling person or that a plan to make a major change in the management of a bank or controlling person is not fair and reasonable to the depositors, creditors, or shareholders of the bank or controlling person.",Finance
"The commissioner may, in approving a proposal to acquire control of a bank or a controlling person pursuant to Section 1254, impose such conditions as the commissioner deems reasonable or necessary or advisable in the public interest.",Finance
"The commissioner may, for good cause, amend, alter, suspend, or revoke any approval of a proposal to acquire control of a bank or a controlling person issued pursuant to Section 1254.",Finance
"Notwithstanding any other provision of this chapter, any application for approval to acquire control of a bank or a controlling person which is not denied or approved by the commissioner within a period of 60 days after such application is filed with the commissioner or, if the applicant consents to an extension of the period within which the commissioner may act, within such extended period, shall be deemed to be approved by the commissioner as of the first day after such period of 60 days or such extended period, as the case may be.",Finance
"For purposes of this section, an application for approval to acquire control of a bank or a controlling person is deemed to be filed with the commissioner at the time when the complete application, including any amendments or supplements, containing all the information in the form required by the commissioner, is received by him or her.",Finance
"(a) The commissioner, before determining whether, for purposes of this chapter, a person controls another person or before denying or approving an application for approval to acquire control of a bank or controlling person, may hold a hearing.
(b) After determining whether, for purposes of this chapter, a person controls another person or after denying or approving an application for approval to acquire control of a bank or controlling person, the commissioner, upon the filing of a written request for a hearing by any person prejudiced by the commissioner’s decision, shall hold a hearing and upon such hearing shall affirm, modify, or reverse his or her decision. Any such hearing shall commence within a period of 30 days after the written request for the hearing is filed with the commissioner or, if the person filing the written request for the hearing consents to an extension of the period within which the hearing is to commence, within such extended period.",Finance
"There shall be exempted from the provisions of Section 1251 any transaction, including, without limitation, any type or class of transactions, which the commissioner by regulation or order exempts as not being comprehended within the purposes of this chapter and the regulation of which the commissioner finds is not necessary or appropriate in the public interest or for the protection of a bank, a controlling person, or the depositors, creditors, or shareholders of a bank or a controlling person.",Finance
" Whenever it appears to the commissioner that any person has committed or is about to commit a violation of any provision of this chapter or of any regulation or order of the commissioner issued pursuant to this chapter, the commissioner may apply to the superior court for an order enjoining such person from violating or continuing to violate this chapter or any such regulation or order and for other equitable relief as the nature of the case or the interests of the bank, the controlling person, the depositors, creditors, or shareholders of such bank or such controlling person, or the public may require.",Finance
"No person shall be entitled to vote or to give a written consent with respect to any security acquired in contravention of any provision of this chapter or of any regulation or order of the commissioner issued pursuant to this chapter for a period of three years after such acquisition. If a security of a bank or a controlling person is acquired in contravention of this chapter or any such regulation or order, such bank, such controlling person, any shareholder of such bank or such controlling person, or the commissioner may apply to the superior court for equitable relief, including costs and (except with respect to the commissioner) attorney fees, to enjoin prospectively any person from voting or giving any written consent with respect to such security for a period of three years after such acquisition, and the commissioner may apply to the superior court for equitable relief, including costs, to void any voting or any giving of a written consent with respect to such security which has occurred since such acquisition.",Finance
"If any provision or clause of this chapter or the application thereof to any person or circumstance is held invalid, illegal, or unenforceable, such invalidity, illegality, or unenforceability shall not affect other provisions or applications of this article which can be given effect without the invalid, illegal, or unenforceable provision or application, and to this end, the provisions of this chapter are declared to be severable.",Finance
"a) Notwithstanding the provisions of Sections 1051, 1052, and 1054 of the Labor Code and Section 2947 of the Penal Code, a bank or any affiliate thereof, licensed under the laws of any state or of the United States, or any officer or employee thereof, may deliver fingerprints taken of a director, an officer, an employee, or an applicant for employment to local, state, or federal law enforcement agencies for the purpose of obtaining information as to the existence and nature of a criminal record, if any, of the person fingerprinted relating to convictions, and to any arrest for which that person is released on bail or on his or her own recognizance pending trial, for the commission or attempted commission of a crime involving robbery, burglary, theft, embezzlement, fraud, forgery, bookmaking, receiving stolen property, counterfeiting, or involving checks or credit cards or using computers.",Finance
"(b) The Department of Justice shall, pursuant to Section 11105 of the Penal Code, and a local agency may, pursuant to Section 13300 of the Penal Code, furnish to the officer of the bank or affiliate responsible for the final decision regarding employment of the person fingerprinted, or to his or her designees having responsibilities for personnel or security decisions in the usual scope and course of their employment with the bank or affiliate, summary criminal history information when requested pursuant to this section. If, upon evaluation of the criminal history information received pursuant to this section, the bank or affiliate determines that employment of the person fingerprinted would constitute an unreasonable risk to that bank or affiliate or its customers, the person may be denied employment.",Finance
"(c) Banks and their affiliates shall submit to the Department of Justice fingerprint images and related information required by the Department of Justice of all directors, officers, employees, or an applicant for employment for the purpose of obtaining information regarding the existence and content of a record of state and federal convictions and also information regarding the existence and content of a record of state and federal arrests for which the Department of Justice establishes that the person is free on bail, or on his or her own recognizance, pending trial or appeal.",Finance
"(d) When the Department of Justice receives a request under this section for federal summary criminal history information, it shall forward the request to the Federal Bureau of Investigation. Once the information is received from the Federal Bureau of Investigation, the Department of Justice shall review, compile, and disseminate the information to the federally chartered bank or affiliate pursuant to paragraph (1) of subdivision (o) of Section 11105 of the Penal Code.",Finance
"(e) When the Department of Justice receives a request for federal summary criminal history information from a nonchartered bank, it shall forward the request to the Federal Bureau of Investigation. Once the information is received from the Federal Bureau of Investigation, the Department of Justice shall review and provide a fitness determination on an applicant for employment based on criminal convictions or on arrests for which the person is released on bail or on his or her own recognizance pending trial for the commission or attempted commission of crimes specified in subdivision (a).",Finance
"(f) A bank or affiliate may request from the Department of Justice subsequent arrest notification service, as provided pursuant to Section 11105.2 of the Penal Code, for persons described in subdivision (a).",Finance
(g) The Department of Justice shall charge a fee sufficient to cover the cost of processing the requests described in this section.,Finance
(h) Any criminal history information obtained pursuant to this section is confidential and no recipient shall disclose its contents other than for the purpose for which it was acquired.,Finance
"(i) “Affiliate,” as used in this section, means any corporation controlling, controlled by, or under common control with, a bank, whether directly, indirectly, or through one or more intermediaries.",Finance
"(a) Notwithstanding Section 726 of the Code of Civil Procedure or any other provision of law to the contrary, a state or nationally chartered bank, its subsidiaries or affiliates transacting business in this state, or any successor in interest thereto, that originates, acquires, or purchases, in whole or in part, any loan secured directly or collaterally, in whole or in part, by a mortgage or deed of trust on real property, or any interest therein, may bring an action for recovery of damages, including exemplary damages not to exceed 50 percent of the actual damages, against a borrower where the action is based on fraud under Section 1572 of the Civil Code and the fraudulent conduct by the borrower induced the original lender to make that loan.",Finance
"(b) The provisions of this section shall not apply to loans secured by single-family, owner-occupied residential real property, when the property is actually occupied by the borrower as represented to the lender in order to obtain the loan and the loan is for an amount of one hundred fifty thousand dollars ($150,000) or less, as adjusted annually, commencing on January 1, 1987, to the Consumer Price Index as published by the United States Department of Labor.",Finance
"(c) Any action maintained under this section for damages shall not constitute a money judgment for deficiency or a deficiency judgment within the meaning of Section 580a, 580b, or 580d of the Code of Civil Procedure.",Finance
"A bank or trust company may purchase, acquire, hold, or lease real property or an interest therein only as follows:
(a) Such as may be necessary or convenient for the use, operation or housing of its head office and branch offices, or for the storage of records or other personal property, or for office space for use by its officers or employees, or which may be reasonably necessary for future expansion of its business, or which is otherwise reasonably related to the conduct of its business. Real property used by a bank as its banking premises may include in addition to the space required for the transaction of its business other space which may be let as a source of income.
(b) Such as may be conveyed to it in satisfaction in whole or in part of debts previously contracted in the course of its business.
(c) Such as it may purchase or acquire at foreclosure sales under mortgages or deeds of trust held by it, or under judgments or decrees in its favor.
(d) Such as it may purchase or otherwise acquire when necessary to minimize or prevent the loss or destruction of any lien or interest therein.
(e) Such as it may purchase or otherwise acquire pursuant to Section 1322.
A bank or trust company may sell, lease, or encumber real property or any interest therein owned by it, or, with the written approval of the commissioner, exchange the same for other real property.",Finance
Any real property not held for any purpose permitted by subdivisions (a) and (e) of Section 1320 shall be sold whenever the same can be sold for an amount sufficient to reimburse the bank or trust company for all loss arising out of the loan for which such real property was security or arising out of the original investment. A bank or trust company shall not by the retention of any real property acquired pursuant to this section engage in any business not authorized by this division except to the extent necessary in the orderly liquidation of an indebtedness owing to the bank.,Finance
"(a) The Legislature finds and declares:
(1) That it is necessary to increase job opportunities in real estate development and construction and to provide additional housing and commercial facilities in this state.
(2) That within the commercial banking community there exists the expertise and ability to promote and assist in expansion of real estate development projects in this state.
(3) That it is proper and appropriate to utilize that expertise and ability by authorizing commercial banks to engage in real estate development and management on an entrepreneurial basis.
(b) As used in this section, “real property investment” means all forms of investing in real property, whether direct or in the form of partnerships, joint ventures, or other methods of investment. It includes, but is not limited to, the purchasing, subdividing, and developing of real property or any interest therein, the building of residential housing or commercial improvements, and the owning, renting, leasing, managing, operating for income, or selling of that property.
(c) A commercial bank may acquire and hold stock of one or more corporations the primary activities of which are engaging in real property investment, in which event the sum of (1) investments made by a commercial bank pursuant to the authority of this subdivision, (2) any loans and guarantees extended by a commercial bank to, or for the benefit of, corporations whose stock it holds pursuant to the authority of this subdivision, and (3) real property investments made pursuant to the authority of subdivision (d), unless a higher percentage is approved by the commissioner in writing, shall not exceed 10 percent of the total assets of the bank.
(d) A commercial bank may engage in real property investment. The total of all real property investments made pursuant to the authority of this subdivision, unless a higher percentage is approved by the commissioner in writing, shall not exceed the total shareholders’ equity of the bank.
(e) Prior to initially engaging in real property investment activities authorized by this section, a commercial bank shall make application with the commissioner for approval of its general plan of real property investment. The application for approval shall be in letter form, shall contain a copy of the general plan for real property investment as approved or adopted by the board of directors of the bank, which shall include a brief description of either the activities of the corporations the bank will invest in or the activities the bank will engage in, or both, the approximate amount to be invested, the extent, if any, of diversification of those activities or investment, and the approximate date of the initial investment, and shall be signed by the chief executive officer of the bank. Unless the commissioner finds (1) that the capital, assets, management, earnings, and liquidity of the commercial bank are, on a composite basis, not satisfactory, or (2) that the plan for the commercial bank to engage in real property investment or to acquire and hold the stock of one or more real property investment corporations is unsafe or unsound, the commissioner shall approve the application. An application for approval shall be deemed approved on the 46th day after the application is filed with the commissioner, unless the commissioner earlier makes a final decision on the application or extends the period for approving or denying the application. For purposes of this subdivision, an application for approval shall be deemed to be filed with the commissioner on the date when the application, substantially in compliance with the requirements of this subdivision, is received by the commissioner. Upon the filing of the application for approval, the applicant shall pay to the commissioner a filing fee of five hundred dollars ($500).
(f) The legality of any investment lawfully made pursuant to this section as it read prior to the amendment of this section shall not be affected by the existing form of this section, nor shall this section be construed to require the changing of any investments heretofore lawfully made.",Finance
